DatePeriod,AccountID,TransactionAmount,Status
2023-11-07 04:33:00,392854,100000.0,failed
2023-11-07 04:27:00,355438,7300.0,failed
2023-11-07 03:40:00,401623,15000.0,failed
2023-11-07 03:13:00,372958,10000.0,pending
2023-11-07 03:12:00,372958,10000.0,failed
2023-11-07 03:10:00,401623,15000.0,failed
2023-11-07 02:38:00,401623,15000.0,failed
2023-11-07 02:37:00,401623,15000.0,pending
2023-11-07 01:47:00,244422,505.0,failed
2023-11-07 01:38:00,358160,2200.0,failed
2023-11-07 01:25:00,244422,505.0,pending
2023-11-07 01:25:00,244422,505.0,failed
2023-11-06 23:42:00,361168,1000.0,sent
2023-11-06 23:32:00,403480,3500.0,failed
2023-11-06 23:21:00,13704,20000.0,failed
2023-11-06 23:20:00,356903,5000.0,sent
2023-11-06 23:13:00,2262,4000.0,sent
2023-11-06 22:51:00,355058,39200.0,sent
2023-11-06 22:49:00,362568,2250.0,sent
2023-11-06 22:26:00,385211,1000.0,sent
2023-11-06 22:24:00,359381,5000000.0,sent
2023-11-06 22:20:00,352270,6000.0,sent
2023-11-06 22:16:00,393351,500.0,sent
2023-11-06 22:14:00,352270,15000.0,sent
2023-11-06 21:54:00,355376,3000.0,sent
2023-11-06 21:53:00,354342,2000.0,sent
2023-11-06 21:53:00,404074,3000.0,sent
2023-11-06 21:52:00,355892,1000.0,sent
2023-11-06 21:51:00,3581,2000.0,sent
2023-11-06 21:49:00,548,1500.0,sent
2023-11-06 21:42:00,381393,1000.0,sent
2023-11-06 21:40:00,137356,2740.0,sent
2023-11-06 21:39:00,137356,5000.0,sent
2023-11-06 21:38:00,137356,2640.0,pending
2023-11-06 21:30:00,262421,2500.0,sent
2023-11-06 21:28:00,262421,2500.0,pending
2023-11-06 21:22:00,398171,1500.0,sent
2023-11-06 21:19:00,359262,8035.0,sent
2023-11-06 21:15:00,404537,1000.0,sent
2023-11-06 21:15:00,162271,10000.0,sent
2023-11-06 21:10:00,162271,45000.0,sent
2023-11-06 21:10:00,262421,2500.0,pending
2023-11-06 21:07:00,162271,20000.0,sent
2023-11-06 21:06:00,524,5000.0,sent
2023-11-06 21:03:00,204024,500.0,sent
2023-11-06 21:03:00,162271,10000.0,sent
2023-11-06 20:58:00,355871,1000.0,sent
2023-11-06 20:58:00,253024,1450.0,sent
2023-11-06 20:57:00,353591,3500.0,sent
2023-11-06 20:55:00,400254,600.0,sent
2023-11-06 20:54:00,244422,500.0,sent
2023-11-06 20:53:00,374723,5000.0,sent
2023-11-06 20:52:00,99158,3000.0,sent
2023-11-06 20:51:00,374723,7000.0,sent
2023-11-06 20:51:00,354176,500.0,sent
2023-11-06 20:48:00,552,3500.0,sent
2023-11-06 20:48:00,245361,4000.0,sent
2023-11-06 20:35:00,404074,3100.0,sent
2023-11-06 20:35:00,357626,12900.0,sent
2023-11-06 20:34:00,357626,13000.0,pending
2023-11-06 20:34:00,169202,850.0,sent
2023-11-06 20:29:00,130234,500.0,sent
2023-11-06 20:29:00,404074,3000.0,sent
2023-11-06 20:27:00,404074,18000.0,sent
2023-11-06 20:25:00,354176,3300.0,sent
2023-11-06 20:23:00,397886,5000000.0,sent
2023-11-06 20:21:00,358582,1000.0,sent
2023-11-06 20:16:00,82195,5000.0,sent
2023-11-06 20:15:00,82195,5000.0,pending
2023-11-06 20:15:00,387297,4000.0,sent
2023-11-06 20:14:00,353591,7200.0,sent
2023-11-06 20:14:00,353591,7200.0,pending
2023-11-06 20:09:00,181872,20000.0,sent
2023-11-06 20:07:00,376321,5000.0,sent
2023-11-06 20:06:00,351122,17000.0,sent
2023-11-06 20:05:00,204024,2550.0,sent
2023-11-06 20:04:00,136464,2000.0,sent
2023-11-06 20:02:00,354434,70000.0,sent
2023-11-06 20:02:00,392930,7000.0,sent
2023-11-06 19:59:00,25887,13000.0,sent
2023-11-06 19:59:00,405043,2000.0,sent
2023-11-06 19:59:00,169202,1000.0,sent
2023-11-06 19:58:00,350606,8000.0,sent
2023-11-06 19:54:00,200732,1500.0,sent
2023-11-06 19:51:00,2454,4662.0,sent
2023-11-06 19:50:00,552,22000.0,sent
2023-11-06 19:43:00,354622,6500.0,sent
2023-11-06 19:42:00,358582,1050.0,sent
2023-11-06 19:41:00,267200,4800.0,pending
2023-11-06 19:41:00,267200,4800.0,failed
2023-11-06 19:40:00,384642,10000.0,sent
2023-11-06 19:38:00,355850,4000.0,sent
2023-11-06 19:35:00,386951,1500.0,sent
2023-11-06 19:34:00,250445,11000.0,sent
2023-11-06 19:34:00,403625,2000.0,sent
2023-11-06 19:31:00,346453,1650.0,sent
2023-11-06 19:30:00,355892,900.0,sent
2023-11-06 19:30:00,379791,5050.0,sent
2023-11-06 19:26:00,32383,3500.0,sent
2023-11-06 19:20:00,355892,2000.0,sent
2023-11-06 19:19:00,194084,50000.0,sent
2023-11-06 19:17:00,370223,5000.0,sent
2023-11-06 19:16:00,376264,7100.0,sent
2023-11-06 19:15:00,12903,4100.0,sent
2023-11-06 19:11:00,82195,4300.0,sent
2023-11-06 19:08:00,548,40000.0,sent
2023-11-06 19:05:00,548,150000.0,sent
2023-11-06 19:03:00,92712,4500.0,sent
2023-11-06 19:03:00,405043,950.0,sent
2023-11-06 19:03:00,45840,5000.0,sent
2023-11-06 19:02:00,405043,950.0,pending
2023-11-06 19:02:00,405043,2950.0,pending
2023-11-06 19:02:00,405043,1050.0,sent
2023-11-06 19:01:00,345818,5000.0,sent
2023-11-06 19:00:00,389916,1200.0,sent
2023-11-06 18:58:00,379791,500.0,sent
2023-11-06 18:57:00,397569,5000.0,sent
2023-11-06 18:56:00,142838,20000.0,sent
2023-11-06 18:56:00,218628,500.0,sent
2023-11-06 18:54:00,366707,50000.0,sent
2023-11-06 18:54:00,102734,3000.0,sent
2023-11-06 18:54:00,400254,500.0,sent
2023-11-06 18:49:00,405235,2000.0,sent
2023-11-06 18:46:00,245675,1000.0,sent
2023-11-06 18:46:00,365231,800.0,sent
2023-11-06 18:46:00,548,5000.0,sent
2023-11-06 18:45:00,356111,1000.0,sent
2023-11-06 18:45:00,245675,1000.0,sent
2023-11-06 18:41:00,393749,2000.0,sent
2023-11-06 18:39:00,95362,5000.0,sent
2023-11-06 18:37:00,387297,6000.0,sent
2023-11-06 18:37:00,548,52000.0,sent
2023-11-06 18:37:00,370223,5000.0,sent
2023-11-06 18:34:00,387297,18000.0,sent
2023-11-06 18:33:00,354434,4800000.0,sent
2023-11-06 18:30:00,38695,150000.0,sent
2023-11-06 18:29:00,399994,17340.0,sent
2023-11-06 18:28:00,357626,12300.0,sent
2023-11-06 18:28:00,548,40000.0,sent
2023-11-06 18:27:00,405235,33500.0,sent
2023-11-06 18:26:00,381184,500.0,sent
2023-11-06 18:23:00,198054,2000.0,sent
2023-11-06 18:19:00,371989,10000.0,sent
2023-11-06 18:18:00,253213,5200.0,sent
2023-11-06 18:17:00,403480,5000.0,sent
2023-11-06 18:16:00,326,3000.0,sent
2023-11-06 18:13:00,59278,700.0,sent
2023-11-06 18:13:00,13704,40000.0,sent
2023-11-06 18:13:00,82195,2000.0,sent
2023-11-06 18:13:00,378910,2000.0,sent
2023-11-06 18:11:00,362786,8500.0,sent
2023-11-06 18:11:00,354418,44000.0,sent
2023-11-06 18:10:00,347516,4000.0,sent
2023-11-06 18:09:00,548,225000.0,sent
2023-11-06 18:08:00,2318,3000.0,sent
2023-11-06 18:07:00,352373,9000.0,sent
2023-11-06 18:02:00,220440,500.0,sent
2023-11-06 18:01:00,270036,1000.0,sent
2023-11-06 18:01:00,4792,80000.0,sent
2023-11-06 17:59:00,151070,2900.0,sent
2023-11-06 17:59:00,405043,3015.0,sent
2023-11-06 17:59:00,398759,3200.0,sent
2023-11-06 17:57:00,3581,5000.0,sent
2023-11-06 17:55:00,350725,2500.0,sent
2023-11-06 17:55:00,1588,8200.0,sent
2023-11-06 17:53:00,372255,7000.0,sent
2023-11-06 17:50:00,355058,10000.0,sent
2023-11-06 17:49:00,496,20000.0,sent
2023-11-06 17:47:00,396622,720.0,sent
2023-11-06 17:45:00,366289,22000.0,sent
2023-11-06 17:44:00,226628,3000.0,sent
2023-11-06 17:44:00,201761,10200.0,sent
2023-11-06 17:44:00,379690,9999.99,sent
2023-11-06 17:40:00,398759,2700.0,sent
2023-11-06 17:37:00,405235,4000.0,sent
2023-11-06 17:37:00,137356,15000.0,sent
2023-11-06 17:37:00,362930,2600.0,sent
2023-11-06 17:36:00,201761,1200.0,sent
2023-11-06 17:36:00,401705,3000.0,sent
2023-11-06 17:35:00,354418,30000.0,sent
2023-11-06 17:34:00,365861,10000.0,sent
2023-11-06 17:32:00,398759,3300.0,pending
2023-11-06 17:32:00,404070,1200.0,sent
2023-11-06 17:31:00,356111,10000.0,sent
2023-11-06 17:31:00,398759,10400.0,sent
2023-11-06 17:31:00,27863,3100.0,sent
2023-11-06 17:31:00,365111,5000.0,sent
2023-11-06 17:30:00,137356,5000.0,sent
2023-11-06 17:26:00,401909,2000.0,sent
2023-11-06 17:25:00,59278,600.0,pending
2023-11-06 17:24:00,226628,2000.0,sent
2023-11-06 17:24:00,354418,5000.0,sent
2023-11-06 17:24:00,404624,3000.0,sent
2023-11-06 17:21:00,404537,1500.0,sent
2023-11-06 17:19:00,402846,5000.0,sent
2023-11-06 17:18:00,366710,1500.0,sent
2023-11-06 17:16:00,257089,2500.0,sent
2023-11-06 17:15:00,355998,8500.0,sent
2023-11-06 17:13:00,366710,3000.0,sent
2023-11-06 17:09:00,355403,3000.0,sent
2023-11-06 17:07:00,371885,1000.0,sent
2023-11-06 17:07:00,367414,10000.0,sent
2023-11-06 17:05:00,367414,5000.0,pending
2023-11-06 17:05:00,366289,23000.0,sent
2023-11-06 17:05:00,270036,500.0,sent
2023-11-06 17:04:00,51070,60000.0,sent
2023-11-06 17:04:00,363631,4000.0,sent
2023-11-06 17:03:00,95556,20000.0,sent
2023-11-06 17:00:00,350716,2000.0,sent
2023-11-06 17:00:00,361631,5000.0,sent
2023-11-06 16:59:00,198054,2000.0,sent
2023-11-06 16:57:00,354418,5000.0,sent
2023-11-06 16:56:00,367308,5500.0,sent
2023-11-06 16:51:00,334,85000.0,sent
2023-11-06 16:48:00,402702,10000.0,sent
2023-11-06 16:48:00,38695,850000.0,pending
2023-11-06 16:47:00,193122,50000.0,sent
2023-11-06 16:46:00,399994,3100.0,sent
2023-11-06 16:45:00,350118,3000.0,sent
2023-11-06 16:43:00,82195,5000.0,sent
2023-11-06 16:43:00,82195,5000.0,pending
2023-11-06 16:42:00,169988,6000.0,sent
2023-11-06 16:42:00,82195,5000.0,sent
2023-11-06 16:42:00,355390,2700.0,sent
2023-11-06 16:41:00,365767,3750000.0,sent
2023-11-06 16:40:00,548,24500.0,sent
2023-11-06 16:39:00,351143,2300.0,sent
2023-11-06 16:37:00,139907,10000.0,sent
2023-11-06 16:37:00,98925,3500.0,sent
2023-11-06 16:36:00,51070,30000.0,sent
2023-11-06 16:36:00,398756,7000.0,sent
2023-11-06 16:34:00,356548,2000.0,sent
2023-11-06 16:34:00,377087,13000.0,sent
2023-11-06 16:34:00,252809,5000.0,failed
2023-11-06 16:32:00,377623,5900.0,sent
2023-11-06 16:31:00,200732,2000.0,sent
2023-11-06 16:31:00,373046,1100.0,sent
2023-11-06 16:31:00,131383,57000.0,sent
2023-11-06 16:31:00,258886,2000.0,sent
2023-11-06 16:30:00,362719,100000.0,sent
2023-11-06 16:27:00,373046,1100.0,pending
2023-11-06 16:27:00,239,20000.0,sent
2023-11-06 16:23:00,354342,5100.0,sent
2023-11-06 16:23:00,1308,4800.0,sent
2023-11-06 16:21:00,51070,60000.0,pending
2023-11-06 16:20:00,51070,60000.0,pending
2023-11-06 16:19:00,188961,10300.0,sent
2023-11-06 16:19:00,354674,5000.0,sent
2023-11-06 16:18:00,403540,10000.0,sent
2023-11-06 16:14:00,400766,5000.0,sent
2023-11-06 16:12:00,352267,1000000.0,sent
2023-11-06 16:11:00,391912,1000.0,sent
2023-11-06 16:08:00,58993,3500.0,sent
2023-11-06 16:08:00,354895,2500.0,sent
2023-11-06 16:08:00,188961,4500.0,sent
2023-11-06 16:08:00,355390,24500.0,sent
2023-11-06 16:06:00,357935,500.0,sent
2023-11-06 16:05:00,34282,13000.0,sent
2023-11-06 16:04:00,357935,4500.0,sent
2023-11-06 16:04:00,354895,12200.0,sent
2023-11-06 16:04:00,354895,12208.0,pending
2023-11-06 16:02:00,354895,10000.0,sent
2023-11-06 16:00:00,2719,2000.0,sent
2023-11-06 15:58:00,2719,11000.0,sent
2023-11-06 15:56:00,398756,7000.0,sent
2023-11-06 15:55:00,47246,12000.0,sent
2023-11-06 15:54:00,354622,1000.0,sent
2023-11-06 15:54:00,355892,1000.0,sent
2023-11-06 15:54:00,496,4200.0,sent
2023-11-06 15:53:00,355892,1000.0,sent
2023-11-06 15:52:00,394883,5000.0,sent
2023-11-06 15:51:00,496,4200.0,pending
2023-11-06 15:45:00,226628,4000.0,sent
2023-11-06 15:41:00,353591,2000.0,sent
2023-11-06 15:40:00,362930,9800.0,sent
2023-11-06 15:38:00,151070,203000.0,sent
2023-11-06 15:37:00,189789,2000.0,sent
2023-11-06 15:37:00,496,6500.0,sent
2023-11-06 15:37:00,400254,1600.0,sent
2023-11-06 15:34:00,402575,133000.0,sent
2023-11-06 15:29:00,188602,6165.0,sent
2023-11-06 15:29:00,267200,81000.0,sent
2023-11-06 15:28:00,372255,3000.0,sent
2023-11-06 15:27:00,548,20000.0,sent
2023-11-06 15:27:00,368666,1000.0,sent
2023-11-06 15:27:00,267200,25500.0,sent
2023-11-06 15:23:00,258150,200000.0,sent
2023-11-06 15:22:00,398756,2500.0,sent
2023-11-06 15:21:00,191223,500.0,sent
2023-11-06 15:21:00,352054,5000.0,sent
2023-11-06 15:20:00,357463,800000.0,sent
2023-11-06 15:17:00,1308,28500.0,sent
2023-11-06 15:16:00,380738,2200.0,sent
2023-11-06 15:10:00,252547,35000.0,sent
2023-11-06 15:09:00,252547,35000.0,pending
2023-11-06 15:08:00,7246,5000.0,sent
2023-11-06 15:07:00,528,25000.0,sent
2023-11-06 15:07:00,252547,35000.0,pending
2023-11-06 15:06:00,177751,3100.0,sent
2023-11-06 15:05:00,355961,3000.0,sent
2023-11-06 15:05:00,356548,50000.0,sent
2023-11-06 15:04:00,374641,30000.0,sent
2023-11-06 15:04:00,355961,3000.0,pending
2023-11-06 15:04:00,392930,3000.0,sent
2023-11-06 15:04:00,355961,3000.0,pending
2023-11-06 15:03:00,358555,3000.0,sent
2023-11-06 15:03:00,392159,2900.0,sent
2023-11-06 14:57:00,251941,3300.0,sent
2023-11-06 14:55:00,262054,500.0,sent
2023-11-06 14:54:00,133540,1000000.0,sent
2023-11-06 14:52:00,2520,5000.0,sent
2023-11-06 14:52:00,45728,3000.0,sent
2023-11-06 14:51:00,354434,50000.0,sent
2023-11-06 14:50:00,2262,1300.0,sent
2023-11-06 14:48:00,356548,60000.0,sent
2023-11-06 14:46:00,358582,1000.0,sent
2023-11-06 14:45:00,386800,500.0,sent
2023-11-06 14:43:00,354731,10000.0,sent
2023-11-06 14:42:00,354418,21243.5,sent
2023-11-06 14:42:00,2520,15000.0,sent
2023-11-06 14:40:00,392162,500.0,sent
2023-11-06 14:38:00,350675,700.0,sent
2023-11-06 14:38:00,99158,2000.0,sent
2023-11-06 14:35:00,552,5100.0,sent
2023-11-06 14:34:00,354274,1000.0,sent
2023-11-06 14:32:00,392930,11000.0,sent
2023-11-06 14:31:00,356903,10000.0,sent
2023-11-06 14:31:00,200732,8000.0,sent
2023-11-06 14:31:00,133540,65000.0,sent
2023-11-06 14:29:00,399164,500.0,sent
2023-11-06 14:28:00,362237,20000.0,sent
2023-11-06 14:28:00,396818,850.0,sent
2023-11-06 14:28:00,95362,4000.0,sent
2023-11-06 14:26:00,95362,5000.0,sent
2023-11-06 14:23:00,401705,3000.0,sent
2023-11-06 14:22:00,23898,18800.0,sent
2023-11-06 14:21:00,51070,1050000.0,sent
2023-11-06 14:20:00,355892,10000.0,sent
2023-11-06 14:18:00,2719,7200.0,sent
2023-11-06 14:11:00,376264,2000.0,sent
2023-11-06 14:09:00,26921,2000.0,sent
2023-11-06 14:09:00,524,13000.0,sent
2023-11-06 14:07:00,147113,6500.0,sent
2023-11-06 14:06:00,400729,13500.0,sent
2023-11-06 14:06:00,393164,2000.0,sent
2023-11-06 14:05:00,398640,50000.0,sent
2023-11-06 14:02:00,349099,9000.0,sent
2023-11-06 14:01:00,403625,1000.0,sent
2023-11-06 14:00:00,362930,217000.0,sent
2023-11-06 13:59:00,355892,3000.0,sent
2023-11-06 13:50:00,354105,2000.0,sent
2023-11-06 13:49:00,213786,1500.0,sent
2023-11-06 13:48:00,354105,1000.0,sent
2023-11-06 13:47:00,137643,3000.0,sent
2023-11-06 13:46:00,402626,50000.0,sent
2023-11-06 13:45:00,386839,1000.0,sent
2023-11-06 13:43:00,222334,6000.0,sent
2023-11-06 13:43:00,354584,3500.0,sent
2023-11-06 13:38:00,381384,4650.0,sent
2023-11-06 13:36:00,204130,1500.0,sent
2023-11-06 13:36:00,216880,5000.0,sent
2023-11-06 13:32:00,357463,4710.0,sent
2023-11-06 13:29:00,351122,48000.0,sent
2023-11-06 13:27:00,47158,31000.0,sent
2023-11-06 13:27:00,357463,4710.0,pending
2023-11-06 13:26:00,357463,4710.0,pending
2023-11-06 13:23:00,552,3500.0,sent
2023-11-06 13:22:00,552,3500.0,pending
2023-11-06 13:16:00,357463,5000.0,sent
2023-11-06 13:12:00,253948,10000.0,sent
2023-11-06 13:11:00,392930,4000.0,sent
2023-11-06 13:08:00,378380,2000.0,sent
2023-11-06 13:08:00,395264,1600.0,sent
2023-11-06 13:04:00,393710,6250.0,sent
2023-11-06 13:04:00,360571,10000.0,sent
2023-11-06 13:02:00,345818,10200.0,sent
2023-11-06 13:01:00,354434,50000.0,sent
2023-11-06 13:00:00,393749,1000.0,sent
2023-11-06 12:59:00,349342,15000.0,sent
2023-11-06 12:58:00,186493,10000.0,sent
2023-11-06 12:58:00,354434,20400.0,sent
2023-11-06 12:52:00,392159,1860.0,sent
2023-11-06 12:52:00,87678,2000.0,sent
2023-11-06 12:47:00,87678,2000.0,pending
2023-11-06 12:47:00,204457,1200.0,sent
2023-11-06 12:47:00,184149,7000.0,sent
2023-11-06 12:46:00,524,1500.0,sent
2023-11-06 12:45:00,203599,3900.0,sent
2023-11-06 12:44:00,371620,10000.0,sent
2023-11-06 12:44:00,377087,3000.0,sent
2023-11-06 12:43:00,377087,3000.0,pending
2023-11-06 12:43:00,246425,5000.0,sent
2023-11-06 12:43:00,377087,3000.0,pending
2023-11-06 12:43:00,377087,3000.0,pending
2023-11-06 12:41:00,204457,2000.0,sent
2023-11-06 12:40:00,355892,10000.0,sent
2023-11-06 12:40:00,390935,8000.0,sent
2023-11-06 12:38:00,389837,10000.0,sent
2023-11-06 12:38:00,2454,14000.0,sent
2023-11-06 12:32:00,398756,1000.0,sent
2023-11-06 12:31:00,377623,5520.0,sent
2023-11-06 12:31:00,179714,5000.0,sent
2023-11-06 12:31:00,356903,5000.0,sent
2023-11-06 12:29:00,177751,5000.0,sent
2023-11-06 12:27:00,403518,900.0,sent
2023-11-06 12:26:00,356903,10000.0,sent
2023-11-06 12:26:00,169202,1000.0,sent
2023-11-06 12:23:00,404393,500.0,sent
2023-11-06 12:22:00,400637,30000.0,sent
2023-11-06 12:20:00,362249,2100.0,sent
2023-11-06 12:15:00,399716,4000.0,sent
2023-11-06 12:15:00,399716,4000.0,pending
2023-11-06 12:14:00,399716,4000.0,pending
2023-11-06 12:14:00,384642,18000.0,sent
2023-11-06 12:11:00,211754,110000.0,sent
2023-11-06 12:06:00,1588,1100.0,sent
2023-11-06 12:05:00,12803,4000.0,sent
2023-11-06 12:04:00,392930,6000.0,sent
2023-11-06 12:03:00,29515,700000.0,sent
2023-11-06 11:59:00,354145,500.0,sent
2023-11-06 11:59:00,251941,3000.0,sent
